message_id,student_id,created_at,channel,program,unit_code,week,text,label
45f9d8a0-6dd8-400f-bd74-157a2a481172,S000166,2026-02-01T09:45:00+00:00,lms_forum,Diploma (Community Services),DAT690,5,How do I join a group for the group project?,0
6ca62614-1428-42a7-99f4-82c0f695308a,S000087,2026-02-01T12:37:00+00:00,support_ticket,Bachelor (Business),EDU265,2,I’m enjoying the unit so far—thanks for the clear explanations.,0
7878827b-706f-47a1-be9d-e8ce3610e436,S000009,2026-02-01T15:52:00+00:00,lms_forum,Bachelor (IT),IT158,9,Do we need APA 7th for assignment 2?,0
d6167a91-af17-4f55-ba68-245f5413a726,S000164,2026-02-01T18:53:00+00:00,lms_forum,Graduate Certificate (Data),BUS670,2,Do we need APA 7th for quiz 2?,0
361ef69a-caba-4984-b66c-e7d03bdbfe8a,S000034,2026-02-01T21:47:00+00:00,lms_forum,Graduate Certificate (Data),COM602,10,How do I join a group for the group project?,0
e2b16b4d-9c6b-46e4-a373-630d399e2ab1,S000176,2026-02-02T00:06:00+00:00,lms_forum,Adult Education (Short Course),COM689,7,I failed to attach my file last time; can I resubmit the correct document?,0
7c20bfd2-f945-4f67-9b80-5ba1ac40fd0f,S000082,2026-02-02T03:30:00+00:00,email,Adult Education (Short Course),CYS693,6,I’m overwhelmed by the workload and I’m not sure I should continue this unit.,1
45fdb539-333b-4f43-a1bd-7f2c7c5cd15e,S000194,2026-02-02T06:34:00+00:00,email,Bachelor (IT),COM267,11,I’ve missed two deadlines and I’m worried I’m going to fail. What are my options from here?,1
e0f9c9a8-4893-474a-888f-66994cd05587,S000175,2026-02-02T09:52:00+00:00,support_ticket,Adult Education (Short Course),COM451,5,Is there a recording for this week’s lecture?,0
1e8047fe-4b23-4e7f-a87d-ac62cb8af5db,S000178,2026-02-02T12:11:00+00:00,email,Bachelor (Business),CYS136,2,I’ve missed two deadlines and I’m worried I’m going to fail. What are my options from here?,1
f9ab1c3b-c9b3-4dd3-a88c-a9fcb948edf1,S000031,2026-02-02T15:12:00+00:00,lms_forum,Bachelor (Business),COM357,11,I’m enjoying the unit so far—thanks for the clear explanations.,0
278009c6-b3bf-4e41-b5f2-cdf80d678ce1,S000011,2026-02-02T18:39:00+00:00,email,Bachelor (Business),COM560,8,Where do we submit quiz 1? I can’t find the link.,0
757811f2-d69e-4258-b032-854a8a8797b7,S000075,2026-02-02T21:30:00+00:00,lms_forum,Micro-credential (Cybersecurity),COM514,6,I’m getting an error when uploading my file—any tips?,0
ac11e2df-21a8-4963-8d80-c6fab66d42f8,S000046,2026-02-03T00:22:00+00:00,lms_forum,Micro-credential (Cybersecurity),COM304,10,I failed to attach my file last time; can I resubmit the correct document?,0
948cc25f-ed0c-4c04-93b7-2b67d3bbc9dd,S000018,2026-02-03T03:05:00+00:00,lms_forum,Adult Education (Short Course),EDU588,1,I haven’t been able to access the LMS for days and I’ve fallen behind. I’m getting stressed about it.,1
aa636d36-1ea4-44cf-a597-802f326321da,S000109,2026-02-03T06:31:00+00:00,email,Diploma (Community Services),DAT311,7,I’m considering withdrawing because I can’t keep up with work and study at the moment.,1
baa472f6-8369-4da3-a078-b0190661e7b4,S000143,2026-02-03T09:04:00+00:00,support_ticket,Graduate Certificate (Data),CYS200,2,I failed to attach my file last time; can I resubmit the correct document?,0
861793c7-84fc-4114-be7c-462b3095aba0,S000137,2026-02-03T12:08:00+00:00,chat,Graduate Certificate (Data),CYS551,12,I’m getting an error when uploading my file—any tips?,0
6fb5baec-3024-4260-a430-a82bdf9ef2c0,S000129,2026-02-03T15:04:00+00:00,lms_forum,Bachelor (Business),IT219,2,Is there an extension process for assignment 1?,0
15ffa981-5635-4d73-b9e4-f3e93222d2a7,S000131,2026-02-03T18:24:00+00:00,chat,Diploma (Community Services),BUS409,12,I keep getting low marks and I don’t know how to improve. I’m thinking of deferring.,1
9af46ce9-bbf8-42a5-b113-56300ce75c82,S000071,2026-02-03T21:49:00+00:00,email,Bachelor (Business),EDU490,9,I missed the live session but I’m up to date—where can I find the slides?,0
24a2cd34-5086-4f3d-9254-9d75abef38b8,S000095,2026-02-04T00:35:00+00:00,lms_forum,Adult Education (Short Course),DAT181,4,I’m considering withdrawing because I can’t keep up with work and study at the moment.,1
726a33dc-d7c6-45e0-a2dc-fda4cdceb82b,S000168,2026-02-04T03:48:00+00:00,lms_forum,Micro-credential (Cybersecurity),DAT661,9,How do I join a group for the group project?,0
3bf20912-cbc2-4770-9dd1-4cc4391c8a42,S000101,2026-02-04T06:36:00+00:00,lms_forum,Bachelor (Business),DAT225,11,I missed the live session but I’m up to date—where can I find the slides?,0
1e4e0c2e-fc3b-41ad-879b-c67ed70ede95,S000172,2026-02-04T09:22:00+00:00,support_ticket,Graduate Certificate (Data),BUS643,12,Is there a recording for this week’s lecture?,0
147ac98e-3d5b-4de2-9911-695d7740dee2,S000095,2026-02-04T12:55:00+00:00,chat,Adult Education (Short Course),CYS295,12,What’s the format for the weekly reflection?,0
ea494ff6-e487-4991-ae2f-97511985767c,S000180,2026-02-04T15:45:00+00:00,chat,Micro-credential (Cybersecurity),IT471,9,I’m overwhelmed by the workload and I’m not sure I should continue this unit.,1
985adf47-3574-4d83-94dd-0d49addc3767,S000049,2026-02-04T18:27:00+00:00,email,Bachelor (Business),COM104,12,I failed capstone submission and I don’t understand what I’m doing wrong. I need guidance. Any chance to talk to someone?,1
1d24f1ed-12f6-470b-a8c2-a99082dc2828,S000103,2026-02-04T21:18:00+00:00,lms_forum,Bachelor (Business),IT578,1,I’m considering withdrawing because I can’t keep up with work and study at the moment.,1
fa12bece-dc86-416f-a182-793d18e69f9f,S000043,2026-02-05T00:18:00+00:00,lms_forum,Graduate Certificate (Data),DAT672,12,Can someone explain question 3 on the practice quiz?,0
a62e2ab9-1768-4258-9a58-a11776cf140d,S000159,2026-02-05T03:40:00+00:00,lms_forum,Graduate Certificate (Data),CYS603,10,I’m overwhelmed by the workload and I’m not sure I should continue this unit.,1
47a52e07-e923-4463-9e60-9043d3cf7c26,S000070,2026-02-05T06:39:00+00:00,lms_forum,Bachelor (Business),BUS369,6,What’s the format for the weekly reflection?,0
02e4ce56-182b-49a8-b925-697840845366,S000162,2026-02-05T09:52:00+00:00,email,Diploma (Community Services),DAT164,1,I’m getting an error when uploading my file—any tips?,0
023e2b02-8563-4462-8905-671ea2df0fd6,S000040,2026-02-05T12:46:00+00:00,support_ticket,Bachelor (IT),CYS421,3,I failed to attach my file last time; can I resubmit the correct document?,0
cd5c8e07-cfe7-4031-b44c-3dbba7ea63fd,S000148,2026-02-05T15:21:00+00:00,email,Micro-credential (Cybersecurity),COM226,3,Can you confirm the due date for capstone submission in week 3?,0
505bd39a-eb1f-475b-befa-bfa88f6cf64b,S000045,2026-02-05T18:45:00+00:00,email,Bachelor (IT),CYS401,4,Do we need APA 7th for quiz 2?,0
14153b5c-4c8d-4fd4-bdd6-924324d0d3a5,S000144,2026-02-05T21:36:00+00:00,support_ticket,Adult Education (Short Course),BUS408,4,I missed the live session but I’m up to date—where can I find the slides?,0
d763511b-4edc-410b-a0ef-6ffeb7f15ba7,S000025,2026-02-06T00:23:00+00:00,email,Adult Education (Short Course),IT268,3,How do I join a group for the group project?,0
fa9a6ff2-84a8-4e66-b22b-9288e3445529,S000085,2026-02-06T03:50:00+00:00,support_ticket,Bachelor (IT),EDU401,4,Where do we submit weekly reflection? I can’t find the link.,0
8d74631c-9562-4c56-b871-29aeccd85124,S000078,2026-02-06T06:02:00+00:00,support_ticket,Adult Education (Short Course),CYS652,8,Is there an extension process for capstone submission?,0
c710f906-f709-4528-a994-46e0ec60721d,S000164,2026-02-06T09:19:00+00:00,chat,Graduate Certificate (Data),BUS564,5,Where do we submit group project? I can’t find the link.,0
0ce7c5c9-70dc-4730-8216-81fd5a77b119,S000009,2026-02-06T12:07:00+00:00,lms_forum,Bachelor (IT),BUS403,8,Where do we submit final assessment? I can’t find the link.,0
3915852b-6c7d-4153-a3c8-73c0a1258d1f,S000159,2026-02-06T15:35:00+00:00,lms_forum,Graduate Certificate (Data),DAT691,8,I failed to attach my file last time; can I resubmit the correct document?,0
20f65797-de30-417d-806e-d69692411c71,S000194,2026-02-06T18:36:00+00:00,lms_forum,Bachelor (IT),BUS120,6,I’m overwhelmed by the workload and I’m not sure I should continue this unit.,1
65ec6251-9b89-4fc4-85b3-d735d17f0281,S000019,2026-02-06T21:24:00+00:00,lms_forum,Bachelor (Business),CYS129,5,Is there a recording for this week’s lecture?,0
9d5e390b-e2c6-4ade-a382-0a523f56109c,S000036,2026-02-07T00:43:00+00:00,support_ticket,Adult Education (Short Course),BUS204,3,What’s the format for the weekly reflection?,0
df486ceb-cd26-4b4f-8531-634f8fe77b22,S000130,2026-02-07T03:46:00+00:00,email,Graduate Certificate (Data),BUS345,12,Do we need APA 7th for capstone submission?,0
247f5b53-766e-4da7-8740-b6a16a6be82a,S000133,2026-02-07T06:22:00+00:00,lms_forum,Diploma (Community Services),IT573,9,Is there a recording for this week’s lecture?,0
f6905ff8-4476-4c6c-ad05-e5bfa1f18f30,S000105,2026-02-07T09:08:00+00:00,lms_forum,Adult Education (Short Course),BUS257,12,Can someone explain question 3 on the practice quiz?,0
89a6c74d-570c-4fb9-b791-d404cbe3c419,S000164,2026-02-07T12:00:00+00:00,lms_forum,Graduate Certificate (Data),CYS651,12,I failed to attach my file last time; can I resubmit the correct document?,0
67f7f347-7019-448c-88cf-8db217cb3dcd,S000197,2026-02-07T15:48:00+00:00,email,Adult Education (Short Course),DAT276,10,I’m getting an error when uploading my file—any tips?,0
0f21d9fd-b94d-419a-a232-a9db80626cc5,S000169,2026-02-07T18:05:00+00:00,lms_forum,Adult Education (Short Course),DAT353,2,I failed to attach my file last time; can I resubmit the correct document?,0
6674fa32-7970-458a-8fe2-936040c9fd8b,S000034,2026-02-07T21:29:00+00:00,email,Graduate Certificate (Data),DAT130,4,Can you confirm the due date for quiz 1 in week 4?,0
6ca04188-4194-449c-a609-4e034b82d24b,S000141,2026-02-08T00:38:00+00:00,lms_forum,Micro-credential (Cybersecurity),BUS357,3,I missed the live session but I’m up to date—where can I find the slides?,0
d25b078a-8d0d-4d74-80b1-f550dab47abb,S000153,2026-02-08T03:10:00+00:00,lms_forum,Graduate Certificate (Data),BUS343,3,I’m getting an error when uploading my file—any tips?,0
06ef9706-3f8b-4966-ba5d-22be341d01f6,S000156,2026-02-08T06:51:00+00:00,support_ticket,Bachelor (IT),EDU620,5,Can you confirm the due date for assignment 2 in week 5?,0
b2cd1782-38b0-4dac-81bf-4a3423c00408,S000155,2026-02-08T09:24:00+00:00,chat,Bachelor (IT),CYS535,1,I’m getting an error when uploading my file—any tips?,0
31c968f5-428e-4ba4-b689-70bb499f7ea1,S000010,2026-02-08T12:42:00+00:00,chat,Bachelor (IT),DAT630,5,Where do we submit quiz 1? I can’t find the link.,0
ef4adaf0-02b8-46de-b8df-fd2dde260c35,S000128,2026-02-08T15:14:00+00:00,email,Bachelor (IT),EDU468,3,Where do we submit assignment 2? I can’t find the link.,0
fc3b75d0-31a8-421b-ae11-8ea767215b30,S000126,2026-02-08T18:47:00+00:00,email,Adult Education (Short Course),CYS189,11,Do we need APA 7th for assignment 1?,0
3d9be9b0-f100-4506-aa24-a9a48657dbf0,S000180,2026-02-08T21:40:00+00:00,chat,Micro-credential (Cybersecurity),EDU632,12,Is there an extension process for capstone submission?,0
e5d72caf-320c-44ab-b1fd-36102143363b,S000138,2026-02-09T00:52:00+00:00,chat,Bachelor (IT),BUS544,3,Can you confirm the due date for capstone submission in week 3?,0
fdc19a45-e0a1-4154-a450-209bed3f35e1,S000062,2026-02-09T03:49:00+00:00,lms_forum,Adult Education (Short Course),DAT283,1,I failed to attach my file last time; can I resubmit the correct document?,0
14a92838-1960-41b8-b20e-5195c137d6f7,S000093,2026-02-09T06:31:00+00:00,support_ticket,Adult Education (Short Course),COM144,2,I keep getting low marks and I don’t know how to improve. I’m thinking of deferring.,1
7304076a-6252-4ca8-946b-ca85c4f93775,S000141,2026-02-09T09:15:00+00:00,lms_forum,Micro-credential (Cybersecurity),EDU470,4,Is there a recording for this week’s lecture?,0
48069b07-6ea6-4c5e-93dd-57f72c519319,S000001,2026-02-09T12:33:00+00:00,support_ticket,Bachelor (IT),DAT340,8,What’s the format for the weekly reflection?,0
b9d5f8e0-ce36-4887-a775-17560d80d0ab,S000177,2026-02-09T15:07:00+00:00,chat,Micro-credential (Cybersecurity),CYS527,8,I’m overwhelmed by the workload and I’m not sure I should continue this unit.,1
2778e0f4-a31f-42f5-a1c0-362b668806cd,S000143,2026-02-09T18:39:00+00:00,lms_forum,Graduate Certificate (Data),COM518,11,I missed the live session but I’m up to date—where can I find the slides?,0
4eda1875-6255-459c-a439-ac5155eb8a02,S000078,2026-02-09T21:14:00+00:00,email,Adult Education (Short Course),CYS193,7,How do I join a group for the group project?,0
f6e4d764-fe95-4dbb-b01e-9cc925a1b579,S000108,2026-02-10T00:04:00+00:00,chat,Bachelor (IT),DAT439,4,Is there a recording for this week’s lecture?,0
48a72d10-ebab-4116-a09a-3201d3f70a0b,S000022,2026-02-10T03:08:00+00:00,lms_forum,Bachelor (IT),CYS584,8,I keep getting low marks and I don’t know how to improve. I’m thinking of deferring.,1
7fc1eaa6-97d8-42db-ba92-b5ad2bb7ca89,S000178,2026-02-10T06:46:00+00:00,lms_forum,Bachelor (Business),EDU171,9,I’m overwhelmed by the workload and I’m not sure I should continue this unit.,1
55d2a349-b5de-4e4a-a8a1-747db9ed4a13,S000027,2026-02-10T09:23:00+00:00,email,Micro-credential (Cybersecurity),COM192,7,I’m struggling to understand the lectures and I’m too far behind to participate in tutorials.,1
7718907e-8fcd-462e-9cc4-bf256516535d,S000033,2026-02-10T12:16:00+00:00,email,Diploma (Community Services),BUS575,3,Do we need APA 7th for assignment 2?,0
c9463fc5-a271-4106-9624-1cf82e7ee973,S000178,2026-02-10T15:38:00+00:00,lms_forum,Bachelor (Business),CYS337,8,I missed the live session but I’m up to date—where can I find the slides?,0
496cd3fe-595d-406d-8e2c-8259a7e886fb,S000181,2026-02-10T18:08:00+00:00,chat,Adult Education (Short Course),IT671,2,I missed the live session but I’m up to date—where can I find the slides?,0
d5791c7e-e8ec-4f39-9e63-aa330a02785c,S000031,2026-02-10T21:49:00+00:00,email,Bachelor (Business),CYS324,2,I’m getting an error when uploading my file—any tips?,0
3eadd662-1412-4e4a-b283-88ab117bc202,S000020,2026-02-11T00:09:00+00:00,support_ticket,Adult Education (Short Course),BUS244,6,Can someone explain question 3 on the practice quiz?,0
5c27a19e-8429-40db-a2d1-c26c9c467f25,S000155,2026-02-11T03:44:00+00:00,lms_forum,Bachelor (IT),EDU653,3,I failed to attach my file last time; can I resubmit the correct document?,0
cf6503af-7ef2-4b71-b4b5-c7e0dc86663a,S000063,2026-02-11T06:34:00+00:00,lms_forum,Adult Education (Short Course),EDU327,1,What’s the format for the weekly reflection?,0
4c21805d-e853-434b-bfef-0440337bc950,S000162,2026-02-11T09:23:00+00:00,email,Diploma (Community Services),BUS223,10,I’m getting an error when uploading my file—any tips?,0
8ae1840b-ac45-41c8-9f9a-ae3cc0595ae6,S000143,2026-02-11T12:17:00+00:00,lms_forum,Graduate Certificate (Data),COM117,12,Do we need APA 7th for quiz 2?,0
09d528fb-7f55-47ab-8666-c2addd1490f4,S000046,2026-02-11T15:41:00+00:00,email,Micro-credential (Cybersecurity),CYS265,12,I failed to attach my file last time; can I resubmit the correct document?,0
035f9163-1629-43da-a8e5-bd475142efa0,S000067,2026-02-11T18:01:00+00:00,email,Adult Education (Short Course),IT211,7,I submitted weekly reflection late again. I’m worried about penalties and failing the unit.,1
48b00d7d-40ff-4a64-91e4-5c86bca5673b,S000155,2026-02-11T21:29:00+00:00,email,Bachelor (IT),EDU298,2,I’m considering withdrawing because I can’t keep up with work and study at the moment.,1
671e75f0-533a-4c34-8e97-31cd30b2bca4,S000020,2026-02-12T00:52:00+00:00,lms_forum,Adult Education (Short Course),EDU570,1,Where do we submit assignment 1? I can’t find the link.,0
fee6b906-5f35-4d14-9faa-c70d7f13f8bc,S000093,2026-02-12T03:48:00+00:00,email,Adult Education (Short Course),BUS332,4,I missed the live session but I’m up to date—where can I find the slides?,0
1e9f00b0-777c-44c0-9ea2-bee4d092d284,S000025,2026-02-12T06:14:00+00:00,lms_forum,Adult Education (Short Course),EDU333,7,I’ve missed two deadlines and I’m worried I’m going to fail. What are my options from here?,1
be4e78ac-b4c2-4f69-821f-0dad216797a5,S000028,2026-02-12T09:35:00+00:00,email,Adult Education (Short Course),EDU577,3,I’ve missed two deadlines and I’m worried I’m going to fail. What are my options from here?,1
2bb3d8ec-293f-4a8c-9c11-c00b79563431,S000003,2026-02-12T12:16:00+00:00,lms_forum,Diploma (Community Services),BUS506,3,I’m enjoying the unit so far—thanks for the clear explanations.,0
3e9440de-db89-4ad5-840e-272cfe4e092d,S000012,2026-02-12T15:05:00+00:00,lms_forum,Diploma (Community Services),EDU293,6,I’m overwhelmed by the workload and I’m not sure I should continue this unit.,1
bf567a17-5bb1-48a0-9234-7b97424776a7,S000063,2026-02-12T18:05:00+00:00,chat,Adult Education (Short Course),COM500,12,Where do we submit quiz 2? I can’t find the link.,0
01f7f1d2-e7bd-46be-92c2-e51aaee9bfb4,S000137,2026-02-12T21:50:00+00:00,lms_forum,Graduate Certificate (Data),DAT118,12,Is there an extension process for weekly reflection?,0
e247ad24-6a2b-453b-babe-ccb156cd6ce7,S000079,2026-02-13T00:19:00+00:00,lms_forum,Graduate Certificate (Data),EDU484,7,Where do we submit quiz 2? I can’t find the link.,0
a0758c49-b252-4a48-b877-d4085cc7489e,S000044,2026-02-13T03:37:00+00:00,support_ticket,Diploma (Community Services),CYS673,12,I’m struggling to understand the lectures and I’m too far behind to participate in tutorials.,1
7c0a7014-d981-434b-bdcf-8ddbef8dc5b9,S000078,2026-02-13T06:39:00+00:00,email,Adult Education (Short Course),BUS155,7,What’s the format for the weekly reflection?,0
75f2030a-3243-4b7d-9ab4-be796b11209e,S000100,2026-02-13T09:00:00+00:00,chat,Bachelor (IT),CYS205,7,I failed final assessment and I don’t understand what I’m doing wrong. I need guidance. Any chance to talk to someone?,1
36945430-ae23-461f-b4f5-f81d3281680a,S000099,2026-02-13T12:48:00+00:00,email,Bachelor (IT),DAT558,6,I failed capstone submission and I don’t understand what I’m doing wrong. I need guidance. Any chance to talk to someone?,1
78f0b70f-e367-4e93-a030-66ec4942abba,S000098,2026-02-13T15:06:00+00:00,email,Diploma (Community Services),BUS499,8,What’s the format for the weekly reflection?,0
55f50ac6-cdfd-4d58-a3cd-0ca3dddeca90,S000168,2026-02-13T18:07:00+00:00,email,Micro-credential (Cybersecurity),EDU412,8,Can you confirm the due date for assignment 1 in week 8?,0
4e2729ae-cb2e-4b2f-8b3d-0dabc3338bf0,S000185,2026-02-13T21:12:00+00:00,lms_forum,Graduate Certificate (Data),DAT435,1,Can someone explain question 3 on the practice quiz?,0
3ce54ade-a912-46e0-b0bf-2849f706d429,S000130,2026-02-14T00:48:00+00:00,lms_forum,Graduate Certificate (Data),DAT474,6,Can you confirm the due date for assignment 1 in week 6?,0
c269ce72-a18f-4ad3-8e23-cdddbb542cb9,S000040,2026-02-14T03:41:00+00:00,email,Bachelor (IT),BUS587,6,Is there a recording for this week’s lecture?,0
fc91318e-9ec8-4560-9f0d-fa1ed14299d9,S000053,2026-02-14T06:20:00+00:00,lms_forum,Micro-credential (Cybersecurity),EDU647,1,I’m getting an error when uploading my file—any tips?,0
68709eeb-6d35-46b1-a0cd-c5e71aa941a1,S000178,2026-02-14T09:25:00+00:00,email,Bachelor (Business),BUS306,4,I’m getting an error when uploading my file—any tips?,0
0e37a687-98ca-43d2-bf91-69e2ce5eb438,S000100,2026-02-14T12:53:00+00:00,email,Bachelor (IT),BUS386,8,What’s the format for the weekly reflection?,0
460e5321-16ea-453a-a888-acfc40726196,S000194,2026-02-14T15:35:00+00:00,email,Bachelor (IT),EDU149,12,What’s the format for the weekly reflection?,0
1248c6e8-a0ba-4515-ba11-9c5264e3ab53,S000018,2026-02-14T18:32:00+00:00,email,Adult Education (Short Course),CYS216,5,I’m really behind in week 5 and I don’t think I can catch up. Can someone help me make a plan?,1
ce60da8e-58c0-4159-bf0a-beb487d03ae6,S000035,2026-02-14T21:27:00+00:00,email,Micro-credential (Cybersecurity),DAT643,7,I missed the live session but I’m up to date—where can I find the slides?,0
1240a227-d312-4fa3-a1af-a1de6a272622,S000126,2026-02-15T00:52:00+00:00,lms_forum,Adult Education (Short Course),IT519,2,Can you confirm the due date for weekly reflection in week 2?,0
014dd34c-1f25-4c1d-a600-d31633fe8e0c,S000081,2026-02-15T03:51:00+00:00,lms_forum,Bachelor (Business),EDU548,5,What’s the format for the weekly reflection?,0
d987ee59-afcb-4a84-aa79-b38ac08958ca,S000075,2026-02-15T06:01:00+00:00,email,Micro-credential (Cybersecurity),DAT235,10,I keep getting low marks and I don’t know how to improve. I’m thinking of deferring.,1
80d5fb51-726c-4015-ba9e-26503885ca41,S000071,2026-02-15T09:18:00+00:00,lms_forum,Bachelor (Business),CYS551,11,I haven’t been able to access the LMS for days and I’ve fallen behind. I’m getting stressed about it.,1
932c6747-af1b-469d-8827-198e381dbd77,S000090,2026-02-15T12:41:00+00:00,chat,Graduate Certificate (Data),BUS130,6,How do I join a group for the group project?,0
8d070172-c4d0-4f31-b798-66f58a5114b7,S000131,2026-02-15T15:06:00+00:00,email,Diploma (Community Services),COM466,9,I’m getting an error when uploading my file—any tips?,0
2bad42aa-3c3f-4b48-8a77-01a8969992e3,S000087,2026-02-15T18:11:00+00:00,lms_forum,Bachelor (Business),COM260,4,I missed the live session but I’m up to date—where can I find the slides?,0
af6f5314-6a06-4079-ab5d-a679ee4af26e,S000142,2026-02-15T21:18:00+00:00,lms_forum,Bachelor (IT),EDU672,9,Can someone explain question 3 on the practice quiz?,0
2b9f81bb-c2bf-4fc5-b01d-5e8904c508ec,S000137,2026-02-16T00:32:00+00:00,lms_forum,Graduate Certificate (Data),DAT317,1,I failed group project and I don’t understand what I’m doing wrong. I need guidance. Any chance to talk to someone?,1
db9bd60b-5c7c-499f-88f8-b0f021803a0c,S000105,2026-02-16T03:19:00+00:00,email,Adult Education (Short Course),IT551,2,Is there an extension process for assignment 2?,0
7ea7c2e6-ec3d-450f-ac18-035b22e2834e,S000044,2026-02-16T06:16:00+00:00,lms_forum,Diploma (Community Services),CYS171,3,Where do we submit quiz 1? I can’t find the link.,0
19a876a2-279f-4324-b5a6-9b3fe4485daf,S000143,2026-02-16T09:35:00+00:00,support_ticket,Graduate Certificate (Data),CYS534,2,I’m considering withdrawing because I can’t keep up with work and study at the moment.,1
6c752c83-1991-4719-beca-d64364122a84,S000193,2026-02-16T12:45:00+00:00,support_ticket,Bachelor (IT),CYS114,5,I’ve missed several weeks due to personal commitments and I’m not sure I can recover this term.,1
8330019f-da64-4ceb-ba6d-73a22ba34300,S000053,2026-02-16T15:16:00+00:00,chat,Micro-credential (Cybersecurity),BUS441,5,I’m getting an error when uploading my file—any tips?,0
c2627303-5f3d-4885-9c57-29e16c77514f,S000189,2026-02-16T18:38:00+00:00,support_ticket,Graduate Certificate (Data),BUS376,5,I haven’t been able to access the LMS for days and I’ve fallen behind. I’m getting stressed about it.,1
341d5d8f-916b-4c9e-a933-32723f287013,S000069,2026-02-16T21:39:00+00:00,support_ticket,Bachelor (IT),BUS115,4,I’m struggling to understand the lectures and I’m too far behind to participate in tutorials.,1
